step,loss,learning_rate
186,0.9549914598464966,1.6666666666666667e-05
187,1.071302056312561,1.5555555555555555e-05
188,1.2227448225021362,1.4444444444444444e-05
189,1.42842698097229,1.3333333333333333e-05
190,1.2563257217407227,1.2222222222222222e-05
191,0.9310938119888306,1.1111111111111112e-05
192,1.0818663835525513,1e-05
193,1.0977721214294434,8.88888888888889e-06
194,1.2055211067199707,7.777777777777777e-06
195,1.1720455884933472,6.666666666666667e-06
196,1.352858066558838,5.555555555555556e-06
197,1.1218605041503906,4.444444444444445e-06
198,1.1262322664260864,3.3333333333333333e-06
199,1.044278621673584,2.2222222222222225e-06
200,1.0241414308547974,1.1111111111111112e-06
